list_no,list_nm,finance_cd,term,base_month,account_cd,account_nm,column_id,column_nm,value
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,B6,비운용자산_선급비용,b,구성비,0.05
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,B6,비운용자산_선급비용,b,구성비,0.04
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,B6,비운용자산_선급비용,b,구성비,0.02
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,B6,비운용자산_선급비용,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,B6,비운용자산_선급비용,b,구성비,0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,B6,비운용자산_선급비용,b,구성비,0.03
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,B6,비운용자산_선급비용,b,구성비,0.02
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,B6,비운용자산_선급비용,b,구성비,0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,B6,비운용자산_선급비용,b,구성비,0.05
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,B7,비운용자산_선급법인세,a,금액,42661282000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,B7,비운용자산_선급법인세,a,금액,15650483000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,B7,비운용자산_선급법인세,a,금액,24794808000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,B7,비운용자산_선급법인세,a,금액,31719564000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,B7,비운용자산_선급법인세,a,금액,41517942000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,B7,비운용자산_선급법인세,a,금액,17285170000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,B7,비운용자산_선급법인세,a,금액,28091729000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,B7,비운용자산_선급법인세,a,금액,35226688000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,B7,비운용자산_선급법인세,a,금액,46136512000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,B7,비운용자산_선급법인세,b,구성비,0.25
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,B7,비운용자산_선급법인세,b,구성비,0.09
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,B7,비운용자산_선급법인세,b,구성비,0.15
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,B7,비운용자산_선급법인세,b,구성비,0.18
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,B7,비운용자산_선급법인세,b,구성비,0.24
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,B7,비운용자산_선급법인세,b,구성비,0.1
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,B7,비운용자산_선급법인세,b,구성비,0.16
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,B7,비운용자산_선급법인세,b,구성비,0.2
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,B7,비운용자산_선급법인세,b,구성비,0.26
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,B8,비운용자산_선급부가세,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,B8,비운용자산_선급부가세,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,B8,비운용자산_선급부가세,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,B8,비운용자산_선급부가세,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,B8,비운용자산_선급부가세,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,B8,비운용자산_선급부가세,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,B8,비운용자산_선급부가세,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,B8,비운용자산_선급부가세,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,B8,비운용자산_선급부가세,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,B8,비운용자산_선급부가세,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,B8,비운용자산_선급부가세,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,B8,비운용자산_선급부가세,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,B8,비운용자산_선급부가세,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,B8,비운용자산_선급부가세,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,B8,비운용자산_선급부가세,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,B8,비운용자산_선급부가세,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,B8,비운용자산_선급부가세,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,B8,비운용자산_선급부가세,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,B9,비운용자산_선급금,a,금액,589648000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,B9,비운용자산_선급금,a,금액,969202000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,B9,비운용자산_선급금,a,금액,101535000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,B9,비운용자산_선급금,a,금액,118504000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,B9,비운용자산_선급금,a,금액,29398000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,B9,비운용자산_선급금,a,금액,51872000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,B9,비운용자산_선급금,a,금액,70543000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,B9,비운용자산_선급금,a,금액,503523000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,B9,비운용자산_선급금,a,금액,1224632000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,B9,비운용자산_선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,B9,비운용자산_선급금,b,구성비,0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,B9,비운용자산_선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,B9,비운용자산_선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,B9,비운용자산_선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,B9,비운용자산_선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,B9,비운용자산_선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,B9,비운용자산_선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,B9,비운용자산_선급금,b,구성비,0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,B91,비운용자산_선급금_일반선급금,a,금액,589648000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,B91,비운용자산_선급금_일반선급금,a,금액,969202000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,B91,비운용자산_선급금_일반선급금,a,금액,101535000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,B91,비운용자산_선급금_일반선급금,a,금액,118504000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,B91,비운용자산_선급금_일반선급금,a,금액,29398000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,B91,비운용자산_선급금_일반선급금,a,금액,51872000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,B91,비운용자산_선급금_일반선급금,a,금액,70543000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,B91,비운용자산_선급금_일반선급금,a,금액,503523000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,B91,비운용자산_선급금_일반선급금,a,금액,1224632000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,B91,비운용자산_선급금_일반선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,B91,비운용자산_선급금_일반선급금,b,구성비,0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,B91,비운용자산_선급금_일반선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,B91,비운용자산_선급금_일반선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,B91,비운용자산_선급금_일반선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,B91,비운용자산_선급금_일반선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,B91,비운용자산_선급금_일반선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,B91,비운용자산_선급금_일반선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,B91,비운용자산_선급금_일반선급금,b,구성비,0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,B92,비운용자산_선급금_부동산매입선급금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,B92,비운용자산_선급금_부동산매입선급금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,B92,비운용자산_선급금_부동산매입선급금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,B92,비운용자산_선급금_부동산매입선급금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,B92,비운용자산_선급금_부동산매입선급금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,B92,비운용자산_선급금_부동산매입선급금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,B92,비운용자산_선급금_부동산매입선급금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,B92,비운용자산_선급금_부동산매입선급금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,B92,비운용자산_선급금_부동산매입선급금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,B92,비운용자산_선급금_부동산매입선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,B92,비운용자산_선급금_부동산매입선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,B92,비운용자산_선급금_부동산매입선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,B92,비운용자산_선급금_부동산매입선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,B92,비운용자산_선급금_부동산매입선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,B92,비운용자산_선급금_부동산매입선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,B92,비운용자산_선급금_부동산매입선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,B92,비운용자산_선급금_부동산매입선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,B92,비운용자산_선급금_부동산매입선급금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,BB11,비운용자산_가지급보험금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,BB11,비운용자산_가지급보험금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,BB11,비운용자산_가지급보험금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,BB11,비운용자산_가지급보험금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,BB11,비운용자산_가지급보험금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,BB11,비운용자산_가지급보험금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,BB11,비운용자산_가지급보험금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,BB11,비운용자산_가지급보험금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,BB11,비운용자산_가지급보험금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,BB11,비운용자산_가지급보험금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,BB11,비운용자산_가지급보험금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,BB11,비운용자산_가지급보험금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,BB11,비운용자산_가지급보험금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,BB11,비운용자산_가지급보험금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,BB11,비운용자산_가지급보험금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,BB11,비운용자산_가지급보험금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,BB11,비운용자산_가지급보험금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,BB11,비운용자산_가지급보험금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,BB12,비운용자산_본지점계정차,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,BB12,비운용자산_본지점계정차,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,BB12,비운용자산_본지점계정차,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,BB12,비운용자산_본지점계정차,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,BB12,비운용자산_본지점계정차,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,BB12,비운용자산_본지점계정차,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,BB12,비운용자산_본지점계정차,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,BB12,비운용자산_본지점계정차,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,BB12,비운용자산_본지점계정차,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,BB12,비운용자산_본지점계정차,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,BB12,비운용자산_본지점계정차,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,BB12,비운용자산_본지점계정차,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,BB12,비운용자산_본지점계정차,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,BB12,비운용자산_본지점계정차,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,BB12,비운용자산_본지점계정차,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,BB12,비운용자산_본지점계정차,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,BB12,비운용자산_본지점계정차,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,BB12,비운용자산_본지점계정차,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,BB13,비운용자산_차량운반구,a,금액,20772000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,BB13,비운용자산_차량운반구,a,금액,19088000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,BB13,비운용자산_차량운반구,a,금액,17404000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,BB13,비운용자산_차량운반구,a,금액,15720000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,BB13,비운용자산_차량운반구,a,금액,14035000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,BB13,비운용자산_차량운반구,a,금액,12351000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,BB13,비운용자산_차량운반구,a,금액,10667000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,BB13,비운용자산_차량운반구,a,금액,8983000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,BB13,비운용자산_차량운반구,a,금액,7298000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,BB13,비운용자산_차량운반구,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,BB13,비운용자산_차량운반구,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,BB13,비운용자산_차량운반구,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,BB13,비운용자산_차량운반구,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,BB13,비운용자산_차량운반구,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,BB13,비운용자산_차량운반구,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,BB13,비운용자산_차량운반구,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,BB13,비운용자산_차량운반구,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,BB13,비운용자산_차량운반구,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,BB131,비운용자산_(감가상각누계액),a,금액,-6176000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,BB131,비운용자산_(감가상각누계액),a,금액,-7860000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,BB131,비운용자산_(감가상각누계액),a,금액,-9544000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,BB131,비운용자산_(감가상각누계액),a,금액,-11228000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,BB131,비운용자산_(감가상각누계액),a,금액,-12913000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,BB131,비운용자산_(감가상각누계액),a,금액,-14597000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,BB131,비운용자산_(감가상각누계액),a,금액,-16281000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,BB131,비운용자산_(감가상각누계액),a,금액,-17965000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,BB131,비운용자산_(감가상각누계액),a,금액,-19650000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,BB131,비운용자산_(감가상각누계액),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,BB131,비운용자산_(감가상각누계액),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,BB131,비운용자산_(감가상각누계액),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,BB131,비운용자산_(감가상각누계액),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,BB131,비운용자산_(감가상각누계액),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,BB131,비운용자산_(감가상각누계액),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,BB131,비운용자산_(감가상각누계액),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,BB131,비운용자산_(감가상각누계액),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,BB131,비운용자산_(감가상각누계액),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,BB14,비운용자산_비품,a,금액,5350755000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,BB14,비운용자산_비품,a,금액,4899801000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,BB14,비운용자산_비품,a,금액,4386274000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,BB14,비운용자산_비품,a,금액,3950121000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,BB14,비운용자산_비품,a,금액,3635582000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,BB14,비운용자산_비품,a,금액,3228897000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,BB14,비운용자산_비품,a,금액,2898084000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,BB14,비운용자산_비품,a,금액,2778729000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,BB14,비운용자산_비품,a,금액,2880911000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,BB14,비운용자산_비품,b,구성비,0.03
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,BB14,비운용자산_비품,b,구성비,0.03
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,BB14,비운용자산_비품,b,구성비,0.03
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,BB14,비운용자산_비품,b,구성비,0.02
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,BB14,비운용자산_비품,b,구성비,0.02
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,BB14,비운용자산_비품,b,구성비,0.02
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,BB14,비운용자산_비품,b,구성비,0.02
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,BB14,비운용자산_비품,b,구성비,0.02
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,BB14,비운용자산_비품,b,구성비,0.02
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,BB141,비운용자산_(감가상각누계액),a,금액,-53906501000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,BB141,비운용자산_(감가상각누계액),a,금액,-51560150000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,BB141,비운용자산_(감가상각누계액),a,금액,-52139413000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,BB141,비운용자산_(감가상각누계액),a,금액,-52514256000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,BB141,비운용자산_(감가상각누계액),a,금액,-53042563000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,BB141,비운용자산_(감가상각누계액),a,금액,-52724044000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,BB141,비운용자산_(감가상각누계액),a,금액,-53095017000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,BB141,비운용자산_(감가상각누계액),a,금액,-53383018000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,BB141,비운용자산_(감가상각누계액),a,금액,-37052901000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,BB141,비운용자산_(감가상각누계액),b,구성비,-0.31
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,BB141,비운용자산_(감가상각누계액),b,구성비,-0.3
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,BB141,비운용자산_(감가상각누계액),b,구성비,-0.31
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,BB141,비운용자산_(감가상각누계액),b,구성비,-0.3
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,BB141,비운용자산_(감가상각누계액),b,구성비,-0.31
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,BB141,비운용자산_(감가상각누계액),b,구성비,-0.3
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,BB141,비운용자산_(감가상각누계액),b,구성비,-0.3
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,BB141,비운용자산_(감가상각누계액),b,구성비,-0.3
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,BB141,비운용자산_(감가상각누계액),b,구성비,-0.21
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,BB15,비운용자산_임차점포시설물,a,금액,5000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,BB15,비운용자산_임차점포시설물,a,금액,5000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,BB15,비운용자산_임차점포시설물,a,금액,5000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,BB15,비운용자산_임차점포시설물,a,금액,5000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,BB15,비운용자산_임차점포시설물,a,금액,5000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,BB15,비운용자산_임차점포시설물,a,금액,5000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,BB15,비운용자산_임차점포시설물,a,금액,5000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,BB15,비운용자산_임차점포시설물,a,금액,5000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,BB15,비운용자산_임차점포시설물,a,금액,5000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,BB15,비운용자산_임차점포시설물,b,구성비,0.0
