list_no,list_nm,account_cd,account_nm,column_id,column_nm
SH017,보유계약(22.12월 이전),B3,[특별계정]_퇴직연금,b,금액
SH017,보유계약(22.12월 이전),C,[일반+특별계정],a,건수
SH017,보유계약(22.12월 이전),C,[일반+특별계정],b,금액
SH017,보유계약(22.12월 이전),D,[특별계정]_변액보험,a,건수
SH017,보유계약(22.12월 이전),D,[특별계정]_변액보험,b,금액
SH018,보험료수입(22.12월 이전),A,[일반계정],a,초회
SH018,보험료수입(22.12월 이전),A,[일반계정],b,2회이후
SH018,보험료수입(22.12월 이전),A,[일반계정],c,2년도이후
SH018,보험료수입(22.12월 이전),A,[일반계정],d,합계
SH018,보험료수입(22.12월 이전),A1,[일반계정]_개인,a,초회
SH018,보험료수입(22.12월 이전),A1,[일반계정]_개인,b,2회이후
SH018,보험료수입(22.12월 이전),A1,[일반계정]_개인,c,2년도이후
SH018,보험료수입(22.12월 이전),A1,[일반계정]_개인,d,합계
SH018,보험료수입(22.12월 이전),A11,[일반계정]_개인_생존,a,초회
SH018,보험료수입(22.12월 이전),A11,[일반계정]_개인_생존,b,2회이후
SH018,보험료수입(22.12월 이전),A11,[일반계정]_개인_생존,c,2년도이후
SH018,보험료수입(22.12월 이전),A11,[일반계정]_개인_생존,d,합계
SH018,보험료수입(22.12월 이전),A111,[일반계정]_개인_(연금보험),a,초회
SH018,보험료수입(22.12월 이전),A111,[일반계정]_개인_(연금보험),b,2회이후
SH018,보험료수입(22.12월 이전),A111,[일반계정]_개인_(연금보험),c,2년도이후
SH018,보험료수입(22.12월 이전),A111,[일반계정]_개인_(연금보험),d,합계
SH018,보험료수입(22.12월 이전),A12,[일반계정]_개인_사망,a,초회
SH018,보험료수입(22.12월 이전),A12,[일반계정]_개인_사망,b,2회이후
SH018,보험료수입(22.12월 이전),A12,[일반계정]_개인_사망,c,2년도이후
SH018,보험료수입(22.12월 이전),A12,[일반계정]_개인_사망,d,합계
SH018,보험료수입(22.12월 이전),A121,[일반계정]_개인_(종신보험),a,초회
SH018,보험료수입(22.12월 이전),A121,[일반계정]_개인_(종신보험),b,2회이후
SH018,보험료수입(22.12월 이전),A121,[일반계정]_개인_(종신보험),c,2년도이후
SH018,보험료수입(22.12월 이전),A121,[일반계정]_개인_(종신보험),d,합계
SH018,보험료수입(22.12월 이전),A13,[일반계정]_개인_생사혼합,a,초회
SH018,보험료수입(22.12월 이전),A13,[일반계정]_개인_생사혼합,b,2회이후
SH018,보험료수입(22.12월 이전),A13,[일반계정]_개인_생사혼합,c,2년도이후
SH018,보험료수입(22.12월 이전),A13,[일반계정]_개인_생사혼합,d,합계
SH018,보험료수입(22.12월 이전),A2,[일반계정]_단체,a,초회
SH018,보험료수입(22.12월 이전),A2,[일반계정]_단체,b,2회이후
SH018,보험료수입(22.12월 이전),A2,[일반계정]_단체,c,2년도이후
SH018,보험료수입(22.12월 이전),A2,[일반계정]_단체,d,합계
SH018,보험료수입(22.12월 이전),A3,[일반계정]_(보장성),a,초회
SH018,보험료수입(22.12월 이전),A3,[일반계정]_(보장성),b,2회이후
SH018,보험료수입(22.12월 이전),A3,[일반계정]_(보장성),c,2년도이후
SH018,보험료수입(22.12월 이전),A3,[일반계정]_(보장성),d,합계
SH018,보험료수입(22.12월 이전),A4,[일반계정]_(저축성),a,초회
SH018,보험료수입(22.12월 이전),A4,[일반계정]_(저축성),b,2회이후
SH018,보험료수입(22.12월 이전),A4,[일반계정]_(저축성),c,2년도이후
SH018,보험료수입(22.12월 이전),A4,[일반계정]_(저축성),d,합계
SH018,보험료수입(22.12월 이전),B,[특별계정],a,초회
SH018,보험료수입(22.12월 이전),B,[특별계정],b,2회이후
SH018,보험료수입(22.12월 이전),B,[특별계정],c,2년도이후
SH018,보험료수입(22.12월 이전),B,[특별계정],d,합계
SH018,보험료수입(22.12월 이전),B1,[특별계정]_퇴직보험,a,초회
SH018,보험료수입(22.12월 이전),B1,[특별계정]_퇴직보험,b,2회이후
SH018,보험료수입(22.12월 이전),B1,[특별계정]_퇴직보험,c,2년도이후
SH018,보험료수입(22.12월 이전),B1,[특별계정]_퇴직보험,d,합계
SH018,보험료수입(22.12월 이전),B2,[특별계정]_변액보험,a,초회
SH018,보험료수입(22.12월 이전),B2,[특별계정]_변액보험,b,2회이후
SH018,보험료수입(22.12월 이전),B2,[특별계정]_변액보험,c,2년도이후
SH018,보험료수입(22.12월 이전),B2,[특별계정]_변액보험,d,합계
SH018,보험료수입(22.12월 이전),B3,[특별계정]_퇴직연금,a,초회
SH018,보험료수입(22.12월 이전),B3,[특별계정]_퇴직연금,b,2회이후
SH018,보험료수입(22.12월 이전),B3,[특별계정]_퇴직연금,c,2년도이후
SH018,보험료수입(22.12월 이전),B3,[특별계정]_퇴직연금,d,합계
SH018,보험료수입(22.12월 이전),C,[일반+특별계정],a,초회
SH018,보험료수입(22.12월 이전),C,[일반+특별계정],b,2회이후
SH018,보험료수입(22.12월 이전),C,[일반+특별계정],c,2년도이후
SH018,보험료수입(22.12월 이전),C,[일반+특별계정],d,합계
SH019,지급보험금(22.12월 이전),A,[일반계정],a,보험금
SH019,지급보험금(22.12월 이전),A,[일반계정],b,환급금
SH019,지급보험금(22.12월 이전),A,[일반계정],c,배당금
SH019,지급보험금(22.12월 이전),A,[일반계정],d,합계
SH019,지급보험금(22.12월 이전),A1,[일반계정]_개인,a,보험금
SH019,지급보험금(22.12월 이전),A1,[일반계정]_개인,b,환급금
SH019,지급보험금(22.12월 이전),A1,[일반계정]_개인,c,배당금
SH019,지급보험금(22.12월 이전),A1,[일반계정]_개인,d,합계
SH019,지급보험금(22.12월 이전),A11,[일반계정]_개인_생존,a,보험금
SH019,지급보험금(22.12월 이전),A11,[일반계정]_개인_생존,b,환급금
SH019,지급보험금(22.12월 이전),A11,[일반계정]_개인_생존,c,배당금
SH019,지급보험금(22.12월 이전),A11,[일반계정]_개인_생존,d,합계
SH019,지급보험금(22.12월 이전),A111,[일반계정]_개인_(연금보험),a,보험금
SH019,지급보험금(22.12월 이전),A111,[일반계정]_개인_(연금보험),b,환급금
SH019,지급보험금(22.12월 이전),A111,[일반계정]_개인_(연금보험),c,배당금
SH019,지급보험금(22.12월 이전),A111,[일반계정]_개인_(연금보험),d,합계
SH019,지급보험금(22.12월 이전),A12,[일반계정]_개인_사망,a,보험금
SH019,지급보험금(22.12월 이전),A12,[일반계정]_개인_사망,b,환급금
SH019,지급보험금(22.12월 이전),A12,[일반계정]_개인_사망,c,배당금
SH019,지급보험금(22.12월 이전),A12,[일반계정]_개인_사망,d,합계
SH019,지급보험금(22.12월 이전),A121,[일반계정]_개인_(종신보험),a,보험금
SH019,지급보험금(22.12월 이전),A121,[일반계정]_개인_(종신보험),b,환급금
SH019,지급보험금(22.12월 이전),A121,[일반계정]_개인_(종신보험),c,배당금
SH019,지급보험금(22.12월 이전),A121,[일반계정]_개인_(종신보험),d,합계
SH019,지급보험금(22.12월 이전),A13,[일반계정]_개인_생사혼합,a,보험금
SH019,지급보험금(22.12월 이전),A13,[일반계정]_개인_생사혼합,b,환급금
SH019,지급보험금(22.12월 이전),A13,[일반계정]_개인_생사혼합,c,배당금
SH019,지급보험금(22.12월 이전),A13,[일반계정]_개인_생사혼합,d,합계
SH019,지급보험금(22.12월 이전),A2,[일반계정]_단체,a,보험금
SH019,지급보험금(22.12월 이전),A2,[일반계정]_단체,b,환급금
SH019,지급보험금(22.12월 이전),A2,[일반계정]_단체,c,배당금
SH019,지급보험금(22.12월 이전),A2,[일반계정]_단체,d,합계
SH019,지급보험금(22.12월 이전),A3,[일반계정]_(보장성),a,보험금
SH019,지급보험금(22.12월 이전),A3,[일반계정]_(보장성),b,환급금
SH019,지급보험금(22.12월 이전),A3,[일반계정]_(보장성),c,배당금
SH019,지급보험금(22.12월 이전),A3,[일반계정]_(보장성),d,합계
SH019,지급보험금(22.12월 이전),A4,[일반계정]_(저축성),a,보험금
SH019,지급보험금(22.12월 이전),A4,[일반계정]_(저축성),b,환급금
SH019,지급보험금(22.12월 이전),A4,[일반계정]_(저축성),c,배당금
SH019,지급보험금(22.12월 이전),A4,[일반계정]_(저축성),d,합계
SH019,지급보험금(22.12월 이전),B,[특별계정],a,보험금
SH019,지급보험금(22.12월 이전),B,[특별계정],b,환급금
SH019,지급보험금(22.12월 이전),B,[특별계정],c,배당금
SH019,지급보험금(22.12월 이전),B,[특별계정],d,합계
SH019,지급보험금(22.12월 이전),B1,[특별계정]_퇴직보험,a,보험금
SH019,지급보험금(22.12월 이전),B1,[특별계정]_퇴직보험,b,환급금
SH019,지급보험금(22.12월 이전),B1,[특별계정]_퇴직보험,c,배당금
SH019,지급보험금(22.12월 이전),B1,[특별계정]_퇴직보험,d,합계
SH019,지급보험금(22.12월 이전),B2,[특별계정]_변액보험,a,보험금
SH019,지급보험금(22.12월 이전),B2,[특별계정]_변액보험,b,환급금
SH019,지급보험금(22.12월 이전),B2,[특별계정]_변액보험,c,배당금
SH019,지급보험금(22.12월 이전),B2,[특별계정]_변액보험,d,합계
SH019,지급보험금(22.12월 이전),B3,[특별계정]_퇴직연금,a,보험금
SH019,지급보험금(22.12월 이전),B3,[특별계정]_퇴직연금,b,환급금
SH019,지급보험금(22.12월 이전),B3,[특별계정]_퇴직연금,c,배당금
SH019,지급보험금(22.12월 이전),B3,[특별계정]_퇴직연금,d,합계
SH019,지급보험금(22.12월 이전),C,[일반+특별계정],a,보험금
SH019,지급보험금(22.12월 이전),C,[일반+특별계정],b,환급금
SH019,지급보험금(22.12월 이전),C,[일반+특별계정],c,배당금
SH019,지급보험금(22.12월 이전),C,[일반+특별계정],d,합계
SH020,사업비(22.12월 이전),B,사업비계,a,당분기
SH020,사업비(22.12월 이전),B1,신계약비,a,당분기
SH020,사업비(22.12월 이전),B2,유지비,a,당분기
SH021,자본적정성,A,지급여력비율(①/②),a,값
SH021,자본적정성,A,지급여력비율(경과조치 적용 전)(①/②),a,값
SH021,자본적정성,B,지급여력금액(①),a,값
SH021,자본적정성,B,지급여력금액(경과조치 적용 전)(①),a,값
SH021,자본적정성,C,지급여력기준금액(②),a,값
SH021,자본적정성,C,지급여력기준금액(경과조치 적용 전)(②),a,값
SH021,자본적정성,D,지급여력비율(경과조치 적용 후)(③/④),a,값
SH021,자본적정성,E,지급여력금액(경과조치 적용 후)(③),a,값
SH021,자본적정성,F,지급여력기준금액(경과조치 적용 후)(④),a,값
SH022,설계사정착률(13회),A,신규등록인원,a,값
SH022,설계사정착률(13회),B,정착등록인원,a,값
SH022,설계사정착률(13회),C,설계사 등록정착률,a,값
SH023,부문별 손익(파생상품),A,파생상품 관련 손익,a,당분기
SH023,부문별 손익(파생상품),A,파생상품 관련 손익,b,누계
SH023,부문별 손익(파생상품),A1,파생상품 관련 손익_파생상품 관련 이익,a,당분기
SH023,부문별 손익(파생상품),A1,파생상품 관련 손익_파생상품 관련 이익,b,누계
SH023,부문별 손익(파생상품),A1,파생상품 관련 이익,a,당분기
SH023,부문별 손익(파생상품),A1,파생상품 관련 이익,b,누계
SH023,부문별 손익(파생상품),A11,파생상품 관련 손익_파생상품 관련 이익_파생상품 거래 이익,a,당분기
SH023,부문별 손익(파생상품),A11,파생상품 관련 손익_파생상품 관련 이익_파생상품 거래 이익,b,누계
SH023,부문별 손익(파생상품),A11,파생상품 관련 이익_파생상품 거래 이익,a,당분기
SH023,부문별 손익(파생상품),A11,파생상품 관련 이익_파생상품 거래 이익,b,누계
SH023,부문별 손익(파생상품),A12,파생상품 관련 손익_파생상품 관련 이익_파생상품 평가 이익,a,당분기
SH023,부문별 손익(파생상품),A12,파생상품 관련 손익_파생상품 관련 이익_파생상품 평가 이익,b,누계
SH023,부문별 손익(파생상품),A12,파생상품 관련 이익_파생상품 평가 이익,a,당분기
SH023,부문별 손익(파생상품),A12,파생상품 관련 이익_파생상품 평가 이익,b,누계
SH023,부문별 손익(파생상품),A2,파생상품 관련 손실,a,당분기
SH023,부문별 손익(파생상품),A2,파생상품 관련 손실,b,누계
SH023,부문별 손익(파생상품),A2,파생상품 관련 손익_파생상품 관련 손실,a,당분기
SH023,부문별 손익(파생상품),A2,파생상품 관련 손익_파생상품 관련 손실,b,누계
SH023,부문별 손익(파생상품),A21,파생상품 관련 손실_파생상품 거래 손실,a,당분기
SH023,부문별 손익(파생상품),A21,파생상품 관련 손실_파생상품 거래 손실,b,누계
SH023,부문별 손익(파생상품),A21,파생상품 관련 손익_파생상품 관련 손실_파생상품 거래 손실,a,당분기
SH023,부문별 손익(파생상품),A21,파생상품 관련 손익_파생상품 관련 손실_파생상품 거래 손실,b,누계
SH023,부문별 손익(파생상품),A22,파생상품 관련 손익_파생상품 관련 손실_파생상품 평가 손실,a,당분기
SH023,부문별 손익(파생상품),A22,파생상품 관련 손익_파생상품 관련 손실_파생상품 평가 손실,b,누계
SH023,부문별 손익(파생상품),A22,파생상품 평가 손실,a,당분기
SH023,부문별 손익(파생상품),A22,파생상품 평가 손실,b,누계
SH024,부문별 손익(이자),A,이자손익,a,당분기
SH024,부문별 손익(이자),A,이자손익,b,누계
SH024,부문별 손익(이자),A1,이자손익_이자수익,a,당분기
SH024,부문별 손익(이자),A1,이자손익_이자수익,b,누계
SH024,부문별 손익(이자),A1,이자수익,a,당분기
SH024,부문별 손익(이자),A1,이자수익,b,누계
SH024,부문별 손익(이자),A11,이자손익_이자수익_예금이자,a,당분기
SH024,부문별 손익(이자),A11,이자손익_이자수익_예금이자,b,누계
SH024,부문별 손익(이자),A11,이자수익_예금이자,a,당분기
SH024,부문별 손익(이자),A11,이자수익_예금이자,b,누계
SH024,부문별 손익(이자),A12,이자손익_이자수익_당기손익-공정가치측정 유가증권,a,당분기
SH024,부문별 손익(이자),A12,이자손익_이자수익_당기손익-공정가치측정 유가증권,b,누계
SH024,부문별 손익(이자),A12,이자수익_당기손익인식증권이자,a,당분기
SH024,부문별 손익(이자),A12,이자수익_당기손익인식증권이자,b,누계
SH024,부문별 손익(이자),A13,이자손익_이자수익_기타포괄손익-공정가치측정 유가증권이자,a,당분기
SH024,부문별 손익(이자),A13,이자손익_이자수익_기타포괄손익-공정가치측정 유가증권이자,b,누계
SH024,부문별 손익(이자),A13,이자수익_매도가능증권이자,a,당분기
SH024,부문별 손익(이자),A13,이자수익_매도가능증권이자,b,누계
SH024,부문별 손익(이자),A14,이자손익_이자수익_상각후원가 유가증권이자,a,당분기
SH024,부문별 손익(이자),A14,이자손익_이자수익_상각후원가 유가증권이자,b,누계
SH024,부문별 손익(이자),A14,이자수익_만기보유증권이자,a,당분기
SH024,부문별 손익(이자),A14,이자수익_만기보유증권이자,b,누계
SH024,부문별 손익(이자),A15,이자손익_이자수익_대출채권이자,a,당분기
SH024,부문별 손익(이자),A15,이자손익_이자수익_대출채권이자,b,누계
SH024,부문별 손익(이자),A15,이자수익_대출채권이자,a,당분기
SH024,부문별 손익(이자),A15,이자수익_대출채권이자,b,누계
SH024,부문별 손익(이자),A16,이자손익_이자수익_기타이자수익,a,당분기
SH024,부문별 손익(이자),A16,이자손익_이자수익_기타이자수익,b,누계
SH024,부문별 손익(이자),A16,이자수익_예치금이자,a,당분기
SH024,부문별 손익(이자),A16,이자수익_예치금이자,b,누계
SH024,부문별 손익(이자),A17,이자수익_기타이자수익,a,당분기
SH024,부문별 손익(이자),A17,이자수익_기타이자수익,b,누계
SH024,부문별 손익(이자),A2,이자비용,a,당분기
SH024,부문별 손익(이자),A2,이자비용,b,누계
SH024,부문별 손익(이자),A2,이자손익_이자비용,a,당분기
SH024,부문별 손익(이자),A2,이자손익_이자비용,b,누계
SH024,부문별 손익(이자),A21,이자비용_당좌차월이자,a,당분기
SH024,부문별 손익(이자),A21,이자비용_당좌차월이자,b,누계
SH024,부문별 손익(이자),A21,이자손익_이자비용_당좌차월이자,a,당분기
SH024,부문별 손익(이자),A21,이자손익_이자비용_당좌차월이자,b,누계
SH024,부문별 손익(이자),A22,이자비용_차입금이자,a,당분기
SH024,부문별 손익(이자),A22,이자비용_차입금이자,b,누계
SH024,부문별 손익(이자),A22,이자손익_이자비용_차입금이자,a,당분기
SH024,부문별 손익(이자),A22,이자손익_이자비용_차입금이자,b,누계
SH024,부문별 손익(이자),A23,이자비용_발행채권이자,a,당분기
SH024,부문별 손익(이자),A23,이자비용_발행채권이자,b,누계
SH024,부문별 손익(이자),A23,이자손익_이자비용_발행채권이자,a,당분기
SH024,부문별 손익(이자),A23,이자손익_이자비용_발행채권이자,b,누계
SH024,부문별 손익(이자),A24,이자비용_신탁계정차이자,a,당분기
SH024,부문별 손익(이자),A24,이자비용_신탁계정차이자,b,누계
SH024,부문별 손익(이자),A24,이자손익_이자비용_신탁계정차이자,a,당분기
SH024,부문별 손익(이자),A24,이자손익_이자비용_신탁계정차이자,b,누계
SH024,부문별 손익(이자),A25,이자비용_요구불상환증권이자,a,당분기
SH024,부문별 손익(이자),A25,이자비용_요구불상환증권이자,b,누계
SH024,부문별 손익(이자),A25,이자손익_이자비용_요구불상환증권이자,a,당분기
SH024,부문별 손익(이자),A25,이자손익_이자비용_요구불상환증권이자,b,누계
SH024,부문별 손익(이자),A26,이자비용_기타이자비용,a,당분기
SH024,부문별 손익(이자),A26,이자비용_기타이자비용,b,누계
SH024,부문별 손익(이자),A26,이자손익_이자비용_기타이자비용,a,당분기
SH024,부문별 손익(이자),A26,이자손익_이자비용_기타이자비용,b,누계
SH025,"보험계약 유지율(13회, 25회)",,,,
SH026,형태별 보험료 수입(모집형태(22.12월 이전)),A,임직원,a,당분기
SH026,형태별 보험료 수입(모집형태(22.12월 이전)),A,임직원,b,누계
SH026,형태별 보험료 수입(모집형태(22.12월 이전)),B,설계사,a,당분기
SH026,형태별 보험료 수입(모집형태(22.12월 이전)),B,설계사,b,누계
SH026,형태별 보험료 수입(모집형태(22.12월 이전)),C,대리점,a,당분기
SH026,형태별 보험료 수입(모집형태(22.12월 이전)),C,대리점,b,누계
SH026,형태별 보험료 수입(모집형태(22.12월 이전)),D,중개사,a,당분기
SH026,형태별 보험료 수입(모집형태(22.12월 이전)),D,중개사,b,누계
SH026,형태별 보험료 수입(모집형태(22.12월 이전)),E,방카슈랑스,a,당분기
SH026,형태별 보험료 수입(모집형태(22.12월 이전)),E,방카슈랑스,b,누계
SH026,형태별 보험료 수입(모집형태(22.12월 이전)),F,기타,a,당분기
SH026,형태별 보험료 수입(모집형태(22.12월 이전)),F,기타,b,누계
SH027,형태별 보험료 수입(수납형태),A,설계사,a,당분기
SH027,형태별 보험료 수입(수납형태),A,설계사,b,누계
SH027,형태별 보험료 수입(수납형태),B,지로,a,당분기
SH027,형태별 보험료 수입(수납형태),B,지로,b,누계
SH027,형태별 보험료 수입(수납형태),C,자동이체,a,당분기
SH027,형태별 보험료 수입(수납형태),C,자동이체,b,누계
SH027,형태별 보험료 수입(수납형태),D,대리점,a,당분기
SH027,형태별 보험료 수입(수납형태),D,대리점,b,누계
SH027,형태별 보험료 수입(수납형태),E,직납,a,당분기
SH027,형태별 보험료 수입(수납형태),E,직납,b,누계
SH027,형태별 보험료 수입(수납형태),F,신용카드,a,당분기
SH027,형태별 보험료 수입(수납형태),F,신용카드,b,누계
SH027,형태별 보험료 수입(수납형태),G,방카슈랑스,a,당분기
SH027,형태별 보험료 수입(수납형태),G,방카슈랑스,b,누계
SH027,형태별 보험료 수입(수납형태),H,기타,a,당분기
SH027,형태별 보험료 수입(수납형태),H,기타,b,누계
SH028,형태별 보험료 수입(납입방법),A,초회,a,당분기
SH028,형태별 보험료 수입(납입방법),A,초회,b,누계
SH028,형태별 보험료 수입(납입방법),A1,초회_일시납,a,당분기
SH028,형태별 보험료 수입(납입방법),A1,초회_일시납,b,누계
SH028,형태별 보험료 수입(납입방법),A2,초회_연납,a,당분기
SH028,형태별 보험료 수입(납입방법),A2,초회_연납,b,누계
SH028,형태별 보험료 수입(납입방법),A3,초회_월납,a,당분기
SH028,형태별 보험료 수입(납입방법),A3,초회_월납,b,누계
SH028,형태별 보험료 수입(납입방법),A4,초회_기타,a,당분기
SH028,형태별 보험료 수입(납입방법),A4,초회_기타,b,누계
SH028,형태별 보험료 수입(납입방법),B,2회 이후,a,당분기
SH028,형태별 보험료 수입(납입방법),B,2회 이후,b,누계
SH028,형태별 보험료 수입(납입방법),B1,2회 이후_일시납,a,당분기
SH028,형태별 보험료 수입(납입방법),B1,2회 이후_일시납,b,누계
SH028,형태별 보험료 수입(납입방법),B2,2회 이후_연납,a,당분기
SH028,형태별 보험료 수입(납입방법),B2,2회 이후_연납,b,누계
SH028,형태별 보험료 수입(납입방법),B3,2회 이후_월납,a,당분기
SH028,형태별 보험료 수입(납입방법),B3,2회 이후_월납,b,누계
SH028,형태별 보험료 수입(납입방법),B4,2회 이후_기타,a,당분기
SH028,형태별 보험료 수입(납입방법),B4,2회 이후_기타,b,누계
SH028,형태별 보험료 수입(납입방법),C,합계,a,당분기
SH028,형태별 보험료 수입(납입방법),C,합계,b,누계
SH028,형태별 보험료 수입(납입방법),C1,합계_일시납,a,당분기
SH028,형태별 보험료 수입(납입방법),C1,합계_일시납,b,누계
SH028,형태별 보험료 수입(납입방법),C2,합계_연납,a,당분기
SH028,형태별 보험료 수입(납입방법),C2,합계_연납,b,누계
SH028,형태별 보험료 수입(납입방법),C3,합계_월납,a,당분기
SH028,형태별 보험료 수입(납입방법),C3,합계_월납,b,누계
SH028,형태별 보험료 수입(납입방법),C4,합계_기타,a,당분기
SH028,형태별 보험료 수입(납입방법),C4,합계_기타,b,누계
SH029,형태별 보험료 수입(모집방법),A,대면모집,a,당분기
SH029,형태별 보험료 수입(모집방법),A,대면모집,b,누계
SH029,형태별 보험료 수입(모집방법),A1,대면모집_설계사,a,당분기
SH029,형태별 보험료 수입(모집방법),A1,대면모집_설계사,b,누계
SH029,형태별 보험료 수입(모집방법),A2,대면모집_중개사,a,당분기
SH029,형태별 보험료 수입(모집방법),A2,대면모집_중개사,b,누계
SH029,형태별 보험료 수입(모집방법),A3,대면모집_대리점,a,당분기
SH029,형태별 보험료 수입(모집방법),A3,대면모집_대리점,b,누계
SH029,형태별 보험료 수입(모집방법),A4,대면모집_금융기관보험대리점,a,당분기
SH029,형태별 보험료 수입(모집방법),A4,대면모집_금융기관보험대리점,b,누계
SH029,형태별 보험료 수입(모집방법),A5,대면모집_보험회사 임직원,a,당분기
SH029,형태별 보험료 수입(모집방법),A5,대면모집_보험회사 임직원,b,누계
SH029,형태별 보험료 수입(모집방법),A6,대면모집_기타,a,당분기
SH029,형태별 보험료 수입(모집방법),A6,대면모집_기타,b,누계
SH029,형태별 보험료 수입(모집방법),B,TM,a,당분기
SH029,형태별 보험료 수입(모집방법),B,TM,b,누계
SH029,형태별 보험료 수입(모집방법),B1,TM_본사,a,당분기
SH029,형태별 보험료 수입(모집방법),B1,TM_본사,b,누계
SH029,형태별 보험료 수입(모집방법),B2,TM_설계사,a,당분기
SH029,형태별 보험료 수입(모집방법),B2,TM_설계사,b,누계
SH029,형태별 보험료 수입(모집방법),B3,TM_대리점,a,당분기
SH029,형태별 보험료 수입(모집방법),B3,TM_대리점,b,누계
SH029,형태별 보험료 수입(모집방법),B4,TM_중개사,a,당분기
SH029,형태별 보험료 수입(모집방법),B4,TM_중개사,b,누계
SH029,형태별 보험료 수입(모집방법),B5,TM_홈쇼핑,a,당분기
SH029,형태별 보험료 수입(모집방법),B5,TM_홈쇼핑,b,누계
SH029,형태별 보험료 수입(모집방법),B6,TM_금융기관보험대리점,a,당분기
SH029,형태별 보험료 수입(모집방법),B6,TM_금융기관보험대리점,b,누계
SH029,형태별 보험료 수입(모집방법),B7,TM_보험회사 임직원,a,당분기
SH029,형태별 보험료 수입(모집방법),B7,TM_보험회사 임직원,b,누계
SH029,형태별 보험료 수입(모집방법),B8,TM_기타,a,당분기
SH029,형태별 보험료 수입(모집방법),B8,TM_기타,b,누계
SH029,형태별 보험료 수입(모집방법),C,C/M,a,당분기
SH029,형태별 보험료 수입(모집방법),C,C/M,b,누계
SH029,형태별 보험료 수입(모집방법),C1,C/M_본사,a,당분기
SH029,형태별 보험료 수입(모집방법),C1,C/M_본사,b,누계
SH029,형태별 보험료 수입(모집방법),C2,C/M_설계사,a,당분기
SH029,형태별 보험료 수입(모집방법),C2,C/M_설계사,b,누계
SH029,형태별 보험료 수입(모집방법),C3,C/M_대리점,a,당분기
SH029,형태별 보험료 수입(모집방법),C3,C/M_대리점,b,누계
SH029,형태별 보험료 수입(모집방법),C4,C/M_중개사,a,당분기
SH029,형태별 보험료 수입(모집방법),C4,C/M_중개사,b,누계
SH029,형태별 보험료 수입(모집방법),C5,C/M_금융기관보험대리점,a,당분기
SH029,형태별 보험료 수입(모집방법),C5,C/M_금융기관보험대리점,b,누계
SH029,형태별 보험료 수입(모집방법),C6,C/M_보험회사 임직원,a,당분기
SH029,형태별 보험료 수입(모집방법),C6,C/M_보험회사 임직원,b,누계
SH029,형태별 보험료 수입(모집방법),C7,C/M_기타,a,당분기
SH029,형태별 보험료 수입(모집방법),C7,C/M_기타,b,누계
SH111,자산건전성(자산 건전성 분류),A,대출채권,a,전체
SH111,자산건전성(자산 건전성 분류),A,대출채권,b,금액
SH111,자산건전성(자산 건전성 분류),A,대출채권,c,비율(B/A)
SH111,자산건전성(자산 건전성 분류),B,유가증권,a,전체
SH111,자산건전성(자산 건전성 분류),B,유가증권,b,금액
SH111,자산건전성(자산 건전성 분류),B,유가증권,c,비율(B/A)
SH111,자산건전성(자산 건전성 분류),C,보험미수금,a,전체
SH111,자산건전성(자산 건전성 분류),C,보험미수금,b,금액
SH111,자산건전성(자산 건전성 분류),C,보험미수금,c,비율(B/A)
SH111,자산건전성(자산 건전성 분류),D,미수금,a,전체
SH111,자산건전성(자산 건전성 분류),D,미수금,b,금액
SH111,자산건전성(자산 건전성 분류),D,미수금,c,비율(B/A)
SH111,자산건전성(자산 건전성 분류),E,가지금급,a,전체
SH111,자산건전성(자산 건전성 분류),E,가지금급,b,금액
SH111,자산건전성(자산 건전성 분류),E,가지금급,c,비율(B/A)
SH111,자산건전성(자산 건전성 분류),F,미수수익,a,전체
SH111,자산건전성(자산 건전성 분류),F,미수수익,b,금액
SH111,자산건전성(자산 건전성 분류),F,미수수익,c,비율(B/A)
SH111,자산건전성(자산 건전성 분류),G,받을어음,a,전체
SH111,자산건전성(자산 건전성 분류),G,받을어음,b,금액
SH111,자산건전성(자산 건전성 분류),G,받을어음,c,비율(B/A)
SH111,자산건전성(자산 건전성 분류),H,부도어음,a,전체
SH111,자산건전성(자산 건전성 분류),H,부도어음,b,금액
SH111,자산건전성(자산 건전성 분류),H,부도어음,c,비율(B/A)
SH111,자산건전성(자산 건전성 분류),I,재보험계약자산,a,전체
SH111,자산건전성(자산 건전성 분류),I,재보험계약자산,b,금액
SH111,자산건전성(자산 건전성 분류),I,재보험계약자산,c,비율(B/A)
SH111,자산건전성(자산 건전성 분류),I,재보험자산,a,전체
SH111,자산건전성(자산 건전성 분류),I,재보험자산,b,금액
SH111,자산건전성(자산 건전성 분류),I,재보험자산,c,비율(B/A)
SH111,자산건전성(자산 건전성 분류),J,기타,a,전체
SH111,자산건전성(자산 건전성 분류),J,기타,b,금액
SH111,자산건전성(자산 건전성 분류),J,기타,c,비율(B/A)
SH111,자산건전성(자산 건전성 분류),K,합계,a,전체
SH111,자산건전성(자산 건전성 분류),K,합계,b,금액
SH111,자산건전성(자산 건전성 분류),K,합계,c,비율(B/A)
SH112,자산건전성(자산 건전성 비율),A,가중부실자산비율,a,값
SH112,자산건전성(자산 건전성 비율),A1,가중부실자산비율_가중부실자산,a,값
SH112,자산건전성(자산 건전성 비율),A2,가중부실자산비율_자산건전성분류대상자산,a,값
SH113,대출채권 연체현황(대출채권 연체현황),A0,대출채권 총계,a,금액
