list_no,list_nm,account_cd,account_nm,within_account_nm,still_otm
SH128,용도별 대출채권(대출채권 용도별 대손충당금),C,대기업 대출채권,대기업 대출채권,0
SH128,용도별 대출채권(대출채권 용도별 대손충당금),D,공공 및 기타자금 대출채권,공공 및 기타자금 대출채권,0
SH128,용도별 대출채권(대출채권 용도별 대손충당금),E,계,계,0
SH129,유가증권 투자현황(일반계정)(당기손익인식증권(22.12월 이전)),A,일반계정-당기손익인식증권,일반계정-당기손익인식증권,0
SH129,유가증권 투자현황(일반계정)(당기손익인식증권(22.12월 이전)),A1,일반계정-당기손익인식증권_주식,주식,0
SH129,유가증권 투자현황(일반계정)(당기손익인식증권(22.12월 이전)),A2,일반계정-당기손익인식증권_채권,채권,0
SH129,유가증권 투자현황(일반계정)(당기손익인식증권(22.12월 이전)),A3,일반계정-당기손익인식증권_수익증권,수익증권,0
SH129,유가증권 투자현황(일반계정)(당기손익인식증권(22.12월 이전)),A4,일반계정-당기손익인식증권_외화유가증권,외화유가증권,0
SH129,유가증권 투자현황(일반계정)(당기손익인식증권(22.12월 이전)),A5,일반계정-당기손익인식증권_기타유가증권,기타유가증권,0
SH130,유가증권 투자현황(특별계정)(당기손익인식증권(22.12월 이전)),A,특별계정-당기손익인식증권,특별계정-당기손익인식증권,0
SH130,유가증권 투자현황(특별계정)(당기손익인식증권(22.12월 이전)),A1,특별계정-당기손익인식증권_주식,주식,0
SH130,유가증권 투자현황(특별계정)(당기손익인식증권(22.12월 이전)),A2,특별계정-당기손익인식증권_채권,채권,0
SH130,유가증권 투자현황(특별계정)(당기손익인식증권(22.12월 이전)),A3,특별계정-당기손익인식증권_수익증권,수익증권,0
SH130,유가증권 투자현황(특별계정)(당기손익인식증권(22.12월 이전)),A4,특별계정-당기손익인식증권_외화유가증권,외화유가증권,0
SH130,유가증권 투자현황(특별계정)(당기손익인식증권(22.12월 이전)),A5,특별계정-당기손익인식증권_기타유가증권,기타유가증권,0
SH131,유가증권 투자현황(일반계정)(매도가능증권(22.12월 이전)),A,일반계정-매도가능증권,일반계정-매도가능증권,0
SH131,유가증권 투자현황(일반계정)(매도가능증권(22.12월 이전)),A1,일반계정-매도가능증권_주식,주식,0
SH131,유가증권 투자현황(일반계정)(매도가능증권(22.12월 이전)),A2,일반계정-매도가능증권_채권,채권,0
SH131,유가증권 투자현황(일반계정)(매도가능증권(22.12월 이전)),A3,일반계정-매도가능증권_수익증권,수익증권,0
SH131,유가증권 투자현황(일반계정)(매도가능증권(22.12월 이전)),A4,일반계정-매도가능증권_외화유가증권,외화유가증권,0
SH131,유가증권 투자현황(일반계정)(매도가능증권(22.12월 이전)),A5,일반계정-매도가능증권_기타유가증권,기타유가증권,0
SH132,유가증권 투자현황(특별계정)(매도가능증권(22.12월 이전)),A,특별계정-매도가능증권,특별계정-매도가능증권,0
SH132,유가증권 투자현황(특별계정)(매도가능증권(22.12월 이전)),A1,특별계정-매도가능증권_주식,주식,0
SH132,유가증권 투자현황(특별계정)(매도가능증권(22.12월 이전)),A2,특별계정-매도가능증권_채권,채권,0
SH132,유가증권 투자현황(특별계정)(매도가능증권(22.12월 이전)),A3,특별계정-매도가능증권_수익증권,수익증권,0
SH132,유가증권 투자현황(특별계정)(매도가능증권(22.12월 이전)),A4,특별계정-매도가능증권_외화유가증권,외화유가증권,0
SH132,유가증권 투자현황(특별계정)(매도가능증권(22.12월 이전)),A5,특별계정-매도가능증권_기타유가증권,기타유가증권,0
SH133,유가증권 투자현황(일반계정)(만기보유증권(22.12월 이전)),A,일반계정-만기보유증권,일반계정-만기보유증권,0
SH133,유가증권 투자현황(일반계정)(만기보유증권(22.12월 이전)),A1,일반계정-만기보유증권_채권,채권,0
SH133,유가증권 투자현황(일반계정)(만기보유증권(22.12월 이전)),A2,일반계정-만기보유증권_수익증권,수익증권,0
SH133,유가증권 투자현황(일반계정)(만기보유증권(22.12월 이전)),A3,일반계정-만기보유증권_외화유가증권,외화유가증권,0
SH133,유가증권 투자현황(일반계정)(만기보유증권(22.12월 이전)),A4,일반계정-만기보유증권_기타유가증권,기타유가증권,0
SH134,유가증권 투자현황(특별계정)(만기보유증권(22.12월 이전)),A,특별계정-만기보유증권,특별계정-만기보유증권,0
SH134,유가증권 투자현황(특별계정)(만기보유증권(22.12월 이전)),A1,특별계정-만기보유증권_채권,채권,0
SH134,유가증권 투자현황(특별계정)(만기보유증권(22.12월 이전)),A2,특별계정-만기보유증권_수익증권,수익증권,0
SH134,유가증권 투자현황(특별계정)(만기보유증권(22.12월 이전)),A3,특별계정-만기보유증권_외화유가증권,외화유가증권,0
SH134,유가증권 투자현황(특별계정)(만기보유증권(22.12월 이전)),A4,특별계정-만기보유증권_기타유가증권,기타유가증권,0
SH135,부동산 보유현황,A,부동산,부동산,0
SH135,부동산 보유현황,A1,부동산_(손상차손누계액),(손상차손누계액),0
SH135,부동산 보유현황,A11,부동산_토지,부동산_토지,1
SH135,부동산 보유현황,A11,부동산_(손상차손누계액)_토지,토지,1
SH135,부동산 보유현황,A12,부동산_(손상차손누계액)_건물,건물,1
SH135,부동산 보유현황,A12,부동산_건물,부동산_건물,1
SH135,부동산 보유현황,A121,부동산_(손상차손누계액)_건물_(감가상각누계액),(감가상각누계액),1
SH135,부동산 보유현황,A121,부동산_건물_(감가상각누계액),부동산_건물_(감가상각누계액),1
SH135,부동산 보유현황,A13,부동산_(손상차손누계액)_구축물,구축물,1
SH135,부동산 보유현황,A13,부동산_구축물,부동산_구축물,1
SH135,부동산 보유현황,A131,부동산_(손상차손누계액)_구축물_(감가상각누계액),(감가상각누계액),1
SH135,부동산 보유현황,A131,부동산_구축물_(감가상각누계액),부동산_구축물_(감가상각누계액),1
SH135,부동산 보유현황,A14,부동산_해외부동산,부동산_해외부동산,1
SH135,부동산 보유현황,A14,부동산_(손상차손누계액)_해외부동산,해외부동산,1
SH135,부동산 보유현황,A141,부동산_(손상차손누계액)_해외부동산_(감가상각누계액),(감가상각누계액),1
SH135,부동산 보유현황,A141,부동산_해외부동산_(감가상각누계액),부동산_해외부동산_(감가상각누계액),1
SH135,부동산 보유현황,A142,부동산_해외부동산_토지,부동산_해외부동산_토지,1
SH135,부동산 보유현황,A142,부동산_(손상차손누계액)_해외부동산_토지,토지,1
SH135,부동산 보유현황,A143,부동산_(손상차손누계액)_해외부동산_건물,건물,1
SH135,부동산 보유현황,A143,부동산_해외부동산_건물,부동산_해외부동산_건물,1
SH135,부동산 보유현황,A144,부동산_(손상차손누계액)_해외부동산_구축물,구축물,1
SH135,부동산 보유현황,A144,부동산_해외부동산_구축물,부동산_해외부동산_구축물,1
SH135,부동산 보유현황,A145,부동산_(손상차손누계액)_해외부동산_건설중인자산,건설중인자산,1
SH135,부동산 보유현황,A145,부동산_해외부동산_건설중인자산,부동산_해외부동산_건설중인자산,1
SH135,부동산 보유현황,A15,부동산_건설중인자산,부동산_건설중인자산,0
SH135,부동산 보유현황,A16,부동산_기타부동산,부동산_기타부동산,0
SH135,부동산 보유현황,A161,부동산_기타부동산_(감가상각누계액),(감가상각누계액),0
SH136,손익발생원천별 실적(22.12월 이전),A,보험손익,보험손익,0
SH136,손익발생원천별 실적(22.12월 이전),A1,보험손익_보험영업수익,보험영업수익,0
SH136,손익발생원천별 실적(22.12월 이전),A2,보험손익_보험영업비용,보험영업비용,0
SH136,손익발생원천별 실적(22.12월 이전),B,투자손익,투자손익,0
SH136,손익발생원천별 실적(22.12월 이전),B1,투자손익_투자영업수익,투자영업수익,0
SH136,손익발생원천별 실적(22.12월 이전),B2,투자손익_투자영업비용,투자영업비용,0
SH136,손익발생원천별 실적(22.12월 이전),C,책임준비금전입액(책임준비금환입액),책임준비금전입액(책임준비금환입액),0
SH136,손익발생원천별 실적(22.12월 이전),D,영업이익(또는영업손실),영업이익(또는영업손실),0
SH136,손익발생원천별 실적(22.12월 이전),E,영업외손익,영업외손익,0
SH136,손익발생원천별 실적(22.12월 이전),E1,영업외손익_영업외수익,영업외수익,0
SH136,손익발생원천별 실적(22.12월 이전),E2,영업외손익_영업외비용,영업외비용,0
SH136,손익발생원천별 실적(22.12월 이전),F,특별계정손익,특별계정손익,0
SH136,손익발생원천별 실적(22.12월 이전),F1,특별계정손익_특별계정수익,특별계정수익,0
SH136,손익발생원천별 실적(22.12월 이전),F2,특별계정손익_특별계정비용,특별계정비용,0
SH136,손익발생원천별 실적(22.12월 이전),G,법인세비용차감전순이익(또는법인세비용차감전순손실),법인세비용차감전순이익(또는법인세비용차감전순손실),0
SH136,손익발생원천별 실적(22.12월 이전),H,법인세비용,법인세비용,0
SH136,손익발생원천별 실적(22.12월 이전),I,당기순이익(또는 당기순손실),당기순이익(또는 당기순손실),0
SH137,대출채권 연체현황(용도별 대출채권 연체현황),B,가계대출채권,가계대출채권,0
SH137,대출채권 연체현황(용도별 대출채권 연체현황),C,중소기업 대출채권,중소기업 대출채권,0
SH137,대출채권 연체현황(용도별 대출채권 연체현황),C1,중소기업 대출채권_개인사업자 대출채권,개인사업자 대출채권,0
SH137,대출채권 연체현황(용도별 대출채권 연체현황),D,대기업 대출채권,대기업 대출채권,0
SH137,대출채권 연체현황(용도별 대출채권 연체현황),E,공공 및 기타자금 대출채권,공공 및 기타자금 대출채권,0
SH137,대출채권 연체현황(용도별 대출채권 연체현황),F,계,계,0
SH138,대출채권 연체현황(업종별 대출채권 연체현황),A,"농업, 임업 및 어업","농업, 임업 및 어업",0
SH138,대출채권 연체현황(업종별 대출채권 연체현황),B,제조업,제조업,0
SH138,대출채권 연체현황(업종별 대출채권 연체현황),C,건설업,건설업,0
SH138,대출채권 연체현황(업종별 대출채권 연체현황),D,도매 및 소매업,도매 및 소매업,0
SH138,대출채권 연체현황(업종별 대출채권 연체현황),E,숙박 및 음식점업,숙박 및 음식점업,0
SH138,대출채권 연체현황(업종별 대출채권 연체현황),F,"출판, 영상, 방송통신 및 정보서비스업","출판, 영상, 방송통신 및 정보서비스업",0
SH138,대출채권 연체현황(업종별 대출채권 연체현황),G,부동산업 및 임대업,부동산업 및 임대업,0
SH138,대출채권 연체현황(업종별 대출채권 연체현황),H,기타,기타,0
SH138,대출채권 연체현황(업종별 대출채권 연체현황),I,계,계,0
SH139,가계담보대출의 건전성 현황,A,가계주택담보대출 합계,가계주택담보대출 합계,0
SH139,가계담보대출의 건전성 현황,B,가계주택담보대출 합계_(정상),가계주택담보대출 합계_(정상),0
SH139,가계담보대출의 건전성 현황,C,가계주택담보대출 합계_(요주의),가계주택담보대출 합계_(요주의),0
SH139,가계담보대출의 건전성 현황,D,가계주택담보대출 합계_(고정),가계주택담보대출 합계_(고정),0
SH139,가계담보대출의 건전성 현황,E,가계주택담보대출 합계_(회수의문),가계주택담보대출 합계_(회수의문),0
SH139,가계담보대출의 건전성 현황,F,가계주택담보대출 합계_(추정손실),가계주택담보대출 합계_(추정손실),0
SH139,가계담보대출의 건전성 현황,G,1개월이상 원리금 연체금액,1개월이상 원리금 연체금액,0
SH140,보험종류별 책임준비금 현황(22.12월 이전),A,[일반계정 소계],[일반계정 소계],0
SH140,보험종류별 책임준비금 현황(22.12월 이전),B,보장성,보장성,0
SH140,보험종류별 책임준비금 현황(22.12월 이전),C,저축성,저축성,0
SH140,보험종류별 책임준비금 현황(22.12월 이전),D,[특별계정 소계],[특별계정 소계],0
SH140,보험종류별 책임준비금 현황(22.12월 이전),E,퇴직보험,퇴직보험,0
SH140,보험종류별 책임준비금 현황(22.12월 이전),F,퇴직연금,퇴직연금,0
SH140,보험종류별 책임준비금 현황(22.12월 이전),G,변액보험,변액보험,0
SH140,보험종류별 책임준비금 현황(22.12월 이전),H,계,계,0
SH142,주요손익현황,A,당기순이익,당기순이익,0
SH142,주요손익현황,A1,보험이익,보험이익,0
SH142,주요손익현황,A2,투자이익,투자이익,0
SH142,주요손익현황,A3,(책임준비금 전입액),(책임준비금 전입액),0
SH142,주요손익현황,A4,영업외 이익,영업외 이익,0
SH142,주요손익현황,A5,(법인세 비용),(법인세 비용),0
SH143,보험영업현황,A,수입보험료,수입보험료,0
SH143,보험영업현황,B,초회보험료,초회보험료,0
SH143,보험영업현황,B1,초회보험료_방카채널,방카채널,0
SH144,대출채권현황(특별계정포함),A,대출전체,대출전체,0
SH144,대출채권현황(특별계정포함),A1,가계대출,가계대출,0
SH144,대출채권현황(특별계정포함),A2,기업대출,기업대출,0
SH144,대출채권현황(특별계정포함),A21,(대기업),(대기업),0
SH144,대출채권현황(특별계정포함),A22,(중소기업),(중소기업),0
SH144,대출채권현황(특별계정포함),A23,부동산 PF,부동산 PF,0
SH145,대출채권연체율,A,대출전체,대출전체,0
SH145,대출채권연체율,A1,가계대출,가계대출,0
SH145,대출채권연체율,A2,기업대출,기업대출,0
SH145,대출채권연체율,A21,(대기업),(대기업),0
SH145,대출채권연체율,A22,(중소기업),(중소기업),0
SH145,대출채권연체율,A23,부동산 PF,부동산 PF,0
SH146,가계대출,A,가계대출,가계대출,0
SH146,가계대출,A1,가계대출_(보험계약),(보험계약),0
SH146,가계대출,A2,가계대출_(주택담보),(주택담보),0
SH146,가계대출,A3,가계대출_(신용),(신용),0
SH146,가계대출,A4,가계대출_(기타),(기타),0
SH147,가계대출연체율,A,가계대출,가계대출,0
SH147,가계대출연체율,A1,가계대출_(보험계약),(보험계약),0
SH147,가계대출연체율,A2,가계대출_(주택담보),(주택담보),0
SH147,가계대출연체율,A3,가계대출_(신용),(신용),0
SH147,가계대출연체율,A4,가계대출_(기타),(기타),0
SH148,RBC 비율,A,RBC 비율,RBC 비율,0
SH149,유가증권 투자현황(특별계정)(실적배당형 특별계정(23.3월 이후)),A,실적배당형 특별계정,실적배당형 특별계정,0
SH149,유가증권 투자현황(특별계정)(실적배당형 특별계정(23.3월 이후)),A1,실적배당형 특별계정_주식,주식,0
SH149,유가증권 투자현황(특별계정)(실적배당형 특별계정(23.3월 이후)),A2,실적배당형 특별계정_채권,채권,0
SH149,유가증권 투자현황(특별계정)(실적배당형 특별계정(23.3월 이후)),A3,실적배당형 특별계정_수익증권,수익증권,0
SH149,유가증권 투자현황(특별계정)(실적배당형 특별계정(23.3월 이후)),A4,실적배당형 특별계정_외화유가증권,외화유가증권,0
SH149,유가증권 투자현황(특별계정)(실적배당형 특별계정(23.3월 이후)),A5,실적배당형 특별계정_기타유가증권,기타유가증권,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A,자산총계,자산총계,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A1,운용자산,운용자산,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A11,운용자산_현금및예치금,현금및예치금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A111,운용자산_현금및예치금_현금과예금,현금과예금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A1111,운용자산_현금및예치금_현금과예금_현금,현금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A1112,운용자산_현금및예치금_현금과예금_당좌예금,당좌예금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A1113,운용자산_현금및예치금_현금과예금_보통예금,보통예금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A1114,운용자산_현금및예치금_현금과예금_정기예금,정기예금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A1115,운용자산_현금및예치금_현금과예금_정기적금,정기적금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A1116,운용자산_현금및예치금_현금과예금_해외제예금,해외제예금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A1117,운용자산_현금및예치금_현금과예금_기타예금,기타예금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A12,운용자산_현금및예치금_금전신탁,현금및예치금_금전신탁,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A13,운용자산_현금및예치금_선물거래예치금,현금및예치금_선물거래예치금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A14,운용자산_현금및예치금_기타예치금,현금및예치금_기타예치금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A2,유가증권,유가증권,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A21,유가증권_당기손익-공정가치측정유가증권,당기손익-공정가치측정유가증권,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A211,유가증권_[당기손익-공정가치측정지정금융자산]_주식,유가증권_[당기손익-공정가치측정지정금융자산]_주식,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A212,유가증권_[당기손익-공정가치측정지정금융자산]_출자금,유가증권_[당기손익-공정가치측정지정금융자산]_출자금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A213,유가증권_[당기손익-공정가치측정지정금융자산]_국·공채,유가증권_[당기손익-공정가치측정지정금융자산]_국·공채,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A214,유가증권_[당기손익-공정가치측정지정금융자산]_특수채,유가증권_[당기손익-공정가치측정지정금융자산]_특수채,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A215,유가증권_[당기손익-공정가치측정지정금융자산]_금융채,유가증권_[당기손익-공정가치측정지정금융자산]_금융채,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A216,유가증권_[당기손익-공정가치측정지정금융자산]_회사채,유가증권_[당기손익-공정가치측정지정금융자산]_회사채,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A217,유가증권_[당기손익-공정가치측정지정금융자산]_수익증권,유가증권_[당기손익-공정가치측정지정금융자산]_수익증권,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A218,유가증권_[당기손익-공정가치측정지정금융자산]_외화표시유가증권,유가증권_[당기손익-공정가치측정지정금융자산]_외화표시유가증권,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A219,유가증권_[당기손익-공정가치측정지정금융자산]_기타유가증권,유가증권_[당기손익-공정가치측정지정금융자산]_기타유가증권,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A21A,유가증권_[당기손익-공정가치측정지정금융자산],유가증권_[당기손익-공정가치측정지정금융자산],0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A22,유가증권_기타포괄손익-공정가치측정유가증권,기타포괄손익-공정가치측정유가증권,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A221,유가증권_기타포괄손익-공정가치측정유가증권_주식,주식,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A222,유가증권_기타포괄손익-공정가치측정유가증권_출자금,출자금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A223,유가증권_기타포괄손익-공정가치측정유가증권_국·공채,국·공채,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A224,유가증권_기타포괄손익-공정가치측정유가증권_특수채,특수채,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A225,유가증권_기타포괄손익-공정가치측정유가증권_금융채,금융채,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A226,유가증권_기타포괄손익-공정가치측정유가증권_회사채,회사채,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A227,유가증권_기타포괄손익-공정가치측정유가증권_수익증권,수익증권,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A228,유가증권_기타포괄손익-공정가치측정유가증권_외화표시유가증권,외화표시유가증권,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A229,유가증권_기타포괄손익-공정가치측정유가증권_기타유가증권,기타유가증권,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A23,유가증권_상각후원가측정유가증권,상각후원가측정유가증권,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A231,유가증권_(손실충당금),유가증권_(손실충당금),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A232,유가증권_(손실충당금)_국·공채,유가증권_(손실충당금)_국·공채,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A233,유가증권_(손실충당금)_특수채,유가증권_(손실충당금)_특수채,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A234,유가증권_(손실충당금)_금융채,유가증권_(손실충당금)_금융채,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A235,유가증권_(손실충당금)_회사채,유가증권_(손실충당금)_회사채,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A236,유가증권_(손실충당금)_수익증권,유가증권_(손실충당금)_수익증권,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A237,유가증권_(손실충당금)_외화표시유가증권,유가증권_(손실충당금)_외화표시유가증권,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A238,유가증권_(손실충당금)_기타유가증권,유가증권_(손실충당금)_기타유가증권,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A24,유가증권_관계·종속기업투자주식,관계·종속기업투자주식,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A241,유가증권_[관계기업투자자산]_주식,유가증권_[관계기업투자자산]_주식,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A242,유가증권_[관계기업투자자산]_출자금,유가증권_[관계기업투자자산]_출자금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A243,유가증권_[관계기업투자자산]_기타,유가증권_[관계기업투자자산]_기타,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A24A,유가증권_[종속기업투자자산],유가증권_[종속기업투자자산],0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A24B,유가증권_[관계기업투자자산],유가증권_[관계기업투자자산],0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A3,유가증권_대출채권,유가증권_대출채권,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A31,유가증권_대출채권_(대손충당금),(대손충당금),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A32,유가증권_대출채권_(이연대출부대손익),(이연대출부대손익),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A33,유가증권_대출채권_콜론,콜론,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A34,유가증권_대출채권_유가증권담보대출금,유가증권담보대출금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A35,유가증권_대출채권_부동산담보대출금,부동산담보대출금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A36,유가증권_대출채권_신용대출금,신용대출금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A37,유가증권_대출채권_어음할인대출금,어음할인대출금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A38,유가증권_대출채권_지급보증대출금,지급보증대출금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A39,유가증권_대출채권_기타대출금,기타대출금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],[당기손익-공정가치측정대출채권],0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],[기타포괄손익-공정가치측정대출채권],0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A3C,유가증권_대출채권_[상각후원가측정대출채권],[상각후원가측정대출채권],0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A3D,유가증권_대출채권_(현재가치할인차금),(현재가치할인차금),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A4,유가증권_부동산,유가증권_부동산,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A41,유가증권_(손상차손누계액),유가증권_(손상차손누계액),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A42,유가증권_토지,유가증권_토지,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A43,유가증권_건물,유가증권_건물,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A44,유가증권_(감가상각누계액),유가증권_(감가상각누계액),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A45,유가증권_구축물,유가증권_구축물,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A46,유가증권_(감가상각누계액),유가증권_(감가상각누계액),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A47,유가증권_해외부동산,유가증권_해외부동산,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A48,유가증권_(감가상각누계액),유가증권_(감가상각누계액),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A49,유가증권_건설중인자산,유가증권_건설중인자산,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A4A,유가증권_[투자부동산],유가증권_[투자부동산],0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A4A1,유가증권_- 투자부동산 (토지),유가증권_- 투자부동산 (토지),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A4A2,유가증권_- 투자부동산 (건물),유가증권_- 투자부동산 (건물),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A4A3,유가증권_- 투자부동산 (해외부동산),유가증권_- 투자부동산 (해외부동산),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A4A4,유가증권_- 투자부동산 (기타),유가증권_- 투자부동산 (기타),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A50,유가증권_기타부동산,유가증권_기타부동산,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),A51,유가증권_(감가상각누계액),유가증권_(감가상각누계액),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),AA,자산총계_(현금및현금성자산),(현금및현금성자산),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),AB,자산총계_(당기손익-공정가치측정금융자산),(당기손익-공정가치측정금융자산),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),AC,자산총계_(기타포괄손익-공정가치측정금융자산),(기타포괄손익-공정가치측정금융자산),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),AD,자산총계_(상각후원가측정금융자산),(상각후원가측정금융자산),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),AE,자산총계_(관계·종속기업투자주식),(관계·종속기업투자주식),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),AF,자산총계_(위험회피회계적용파생상품자산),(위험회피회계적용파생상품자산),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),AG,자산총계_(기타금융자산),(기타금융자산),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),AH,자산총계_(비금융자산),(비금융자산),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),AI,자산총계_(매각예정 처분자산집단에 포함된 자산),(매각예정 처분자산집단에 포함된 자산),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),AJ,자산총계_(특별계정자산),(특별계정자산),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),B,비운용자산,비운용자산,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),B1,비운용자산_보험계약자산,보험계약자산,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),B10,비운용자산_가지급금,비운용자산_가지급금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),B101,비운용자산_(대손충당금),비운용자산_(대손충당금),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),B102,비운용자산_(대손충당금)_일반가지급금,비운용자산_(대손충당금)_일반가지급금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),B103,비운용자산_(대손충당금)_부동산매입가지급금,비운용자산_(대손충당금)_부동산매입가지급금,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),B11,비운용자산_보험계약자산_잔여보장요소,잔여보장요소,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),B111,비운용자산_보험계약자산_발생사고요소,비운용자산_보험계약자산_발생사고요소,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),B112,비운용자산_보험계약자산_사전인식 보험취득현금흐름,비운용자산_보험계약자산_사전인식 보험취득현금흐름,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),B113,비운용자산_보험계약자산_(손상차손누계액),비운용자산_보험계약자산_(손상차손누계액),0
SH150,요약재무상태표(자산-전체(23.3월 이후)),B2,비운용자산_재보험계약자산,재보험계약자산,0
SH150,요약재무상태표(자산-전체(23.3월 이후)),B21,비운용자산_재보험계약자산_잔여보장요소,잔여보장요소,0
